4,29,-58,54,-53,58,-46,-18,-3,3,-28,38,46,-63,63,-62,60,-56,18,-1,-2,2,0,1,-17,-37,-45,56,53,-27,17,28,37,-36,-16,16,27,45,-61,-52,36,-15,-26,-44,44,-35,15,26,35,52,-51,-43,-14,14,-25,25,-13,43,51,-50,34,-24,13,-12,-34,50,-57,42,24,12,-33,-42,-49,57,-23,-11,23,33,-32,11,-22,-41,41,32,-10,10,22,49,61,-60,-40,-31,-9,9,-21,21,-8,8,-48,48,40,31,-20,-7,-39,59,47,-30,20,7,-6,-47,-54,-55,39,30,-19,6,-5,-59,62,55,-38,-29,19,5,-4
0b00000,0b0000100,0b000010100,0b0000101010,0b0000101011,0b000010110,0b000010111,0b000011,0b00010,0b00011,0b0010000,0b00100010,0b001000110,0b0010001110000,0b0010001110001,0b001000111001,0b00100011101,0b0010001111,0b001001,0b00101,0b00110,0b00111,0b01000,0b01001,0b010100,0b01010100,0b010101010,0b0101010110,0b0101010111,0b0101011,0b010110,0b0101110,0b01011110,0b01011111,0b011000,0b011001,0b0110100,0b011010100,0b0110101010,0b0110101011,0b01101011,0b011011,0b0111000,0b011100100,0b011100101,0b01110011,0b011101,0b0111100,0b01111010,0b0111101100,0b0111101101,0b011110111,0b011111,0b100000,0b1000010,0b1000011,0b100010,0b100011000,0b1000110010,0b1000110011,0b10001101,0b1000111,0b100100,0b100101,0b10011000,0b1001100100,0b1001100101,0b100110011,0b1001101,0b100111,0b10100000,0b101000010,0b1010000110,0b1010000111,0b1010001,0b101001,0b1010100,0b10101010,0b10101011,0b101011,0b1011000,0b101100100,0b101100101,0b10110011,0b101101,0b101110,0b1011110,0b1011111000,0b10111110010,0b10111110011,0b101111101,0b10111111,0b110000,0b110001,0b1100100,0b1100101,0b110011,0b110100,0b1101010000,0b1101010001,0b110101001,0b11010101,0b1101011,0b110110,0b110111000,0b1101110010,0b1101110011,0b11011101,0b1101111,0b111000,0b111001,0b1110100000,0b11101000010,0b11101000011,0b111010001,0b11101001,0b1110101,0b111011,0b111100,0b1111010000,0b11110100010,0b11110100011,0b111101001,0b11110101,0b1111011,0b111110,0b111111
