1,0,-7,7,-4,4,15,-11,-9,9,11,-13,13,-3,-6,6,3,-2,-8,8,-5,2,5,-10,10,-12,12,-14,14,-15,-1
0b000,0b001,0b01000,0b01001,0b0101,0b0110,0b0111000,0b0111001,0b011101,0b011110,0b0111110,0b01111110,0b01111111,0b1000,0b10010,0b10011,0b1010,0b1011,0b110000,0b110001,0b11001,0b1101,0b11100,0b1110100,0b1110101,0b11101100,0b11101101,0b111011100,0b111011101,0b11101111,0b1111
