-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0100101100000,010010110001,110000010011,110011101000,110011101001,110011110011,01001000101,11000001000,11000010011,11001110001,11001110101,11001111101,0100101101,0100101111,1100000110,1100001010,1100111001,1100111101,010010000,110000001,110000111,01001010,11001101,0100111,010001,110001,01011,11011,0111,000,101,111,100,001,0110,11010,01010,110010,010000,0100110,11001100,01001001,110000110,110000000,1100111111,1100111011,1100001011,1100001000,1100000101,0100101110,0100100011,11001111100,11001111000,11001110000,11000001111,11000001110,01001011001,01001000100,110011110010,110000100101,110000100100,110000010010,0100101100001
