2,-1,1,0,9,-14,-19,19,14,-27,-31,-23,23,31,27,-8,8,-13,-18,18,-7,7,13,-22,-26,26,-30,30,-6,-12,-17,17,6,12,22,-21,21,-25,25,-5,5,-11,11,-4,4,-16,16,-10,-20,-29,29,-24,20,24,-28,28,10,-3,3,-2,-15,15,-9
0b0000,0b0001,0b0010,0b0011,0b01000,0b010010,0b0100110,0b0100111,0b010100,0b010101000,0b010101001,0b01010101,0b01010110,0b010101110,0b010101111,0b01011,0b01100,0b011010,0b0110110,0b0110111,0b01110,0b01111,0b100000,0b10000100,0b100001010,0b100001011,0b10000110,0b10000111,0b10001,0b100100,0b1001010,0b1001011,0b10011,0b101000,0b10100100,0b10100101,0b10100110,0b101001110,0b101001111,0b10101,0b10110,0b101110,0b101111,0b11000,0b11001,0b1101000,0b1101001,0b110101,0b11011000,0b1101100100,0b1101100101,0b110110011,0b11011010,0b110110110,0b1101101110,0b1101101111,0b110111,0b11100,0b11101,0b11110,0b1111100,0b1111101,0b111111
